,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
20,If I Could Turn Back The Hands Of Time,0.505,0.411,8,-8.273,1,0.0255,0.677,1.23e-05,0.0605,0.124,80.948,audio_features,7tNU9Ax7hzHA4nzo57aZb3,spotify:track:7tNU9Ax7hzHA4nzo57aZb3,https://api.spotify.com/v1/tracks/7tNU9Ax7hzHA4nzo57aZb3,https://api.spotify.com/v1/audio-analysis/7tNU9Ax7hzHA4nzo57aZb3,378573,3
21,blowin in the wind,0.38,0.0993,2,-20.567,1,0.0509,0.914,2.32e-05,0.0605,0.44,174.874,audio_features,18GiV1BaXzPVYpp9rmOg0E,spotify:track:18GiV1BaXzPVYpp9rmOg0E,https://api.spotify.com/v1/tracks/18GiV1BaXzPVYpp9rmOg0E,https://api.spotify.com/v1/audio-analysis/18GiV1BaXzPVYpp9rmOg0E,165427,4
22,Hold On -Jet,0.423,0.755,4,-5.343,0,0.0301,0.00704,4.38e-05,0.172,0.471,148.365,audio_features,6fTX2poT39Ucz6A7Tsqyg9,spotify:track:6fTX2poT39Ucz6A7Tsqyg9,https://api.spotify.com/v1/tracks/6fTX2poT39Ucz6A7Tsqyg9,https://api.spotify.com/v1/audio-analysis/6fTX2poT39Ucz6A7Tsqyg9,242480,4
23,Imagine,0.729,0.475,8,-4.985,1,0.0364,0.378,0.0,0.12,0.371,62.52,audio_features,39LmTF9RgyakzSYX8txrow,spotify:track:39LmTF9RgyakzSYX8txrow,https://api.spotify.com/v1/tracks/39LmTF9RgyakzSYX8txrow,https://api.spotify.com/v1/audio-analysis/39LmTF9RgyakzSYX8txrow,212267,3
24,World Spins Madly On,0.502,0.311,1,-13.421,1,0.0285,0.617,4.32e-05,0.129,0.4,107.612,audio_features,0bAM9qivrntXnHyklRRx39,spotify:track:0bAM9qivrntXnHyklRRx39,https://api.spotify.com/v1/tracks/0bAM9qivrntXnHyklRRx39,https://api.spotify.com/v1/audio-analysis/0bAM9qivrntXnHyklRRx39,165133,4
25,When You Believe,0.436,0.39,1,-9.62,0,0.0326,0.557,0.0,0.12,0.119,125.313,audio_features,0JN7vUgUolHGHFrOR8xk7S,spotify:track:0JN7vUgUolHGHFrOR8xk7S,https://api.spotify.com/v1/tracks/0JN7vUgUolHGHFrOR8xk7S,https://api.spotify.com/v1/audio-analysis/0JN7vUgUolHGHFrOR8xk7S,272893,4
26,Wonderful World,0.782,0.386,2,-15.443,1,0.0302,0.0184,0.0,0.0525,0.904,105.849,audio_features,7vCEPLGrLHqBHyRPPsweYY,spotify:track:7vCEPLGrLHqBHyRPPsweYY,https://api.spotify.com/v1/tracks/7vCEPLGrLHqBHyRPPsweYY,https://api.spotify.com/v1/audio-analysis/7vCEPLGrLHqBHyRPPsweYY,195558,4
27,Le piège,0.755,0.627,11,-7.427,1,0.411,0.372,0.0,0.0862,0.62,90.634,audio_features,2PW7ZQgtYGtBjAQYetkU6Q,spotify:track:2PW7ZQgtYGtBjAQYetkU6Q,https://api.spotify.com/v1/tracks/2PW7ZQgtYGtBjAQYetkU6Q,https://api.spotify.com/v1/audio-analysis/2PW7ZQgtYGtBjAQYetkU6Q,216200,4
28,Du Rhum Des Femmes,0.588,0.738,7,-3.963,1,0.0322,0.256,0.0,0.193,0.919,130.947,audio_features,2NshBYcvc4uYYsBj4vHZfh,spotify:track:2NshBYcvc4uYYsBj4vHZfh,https://api.spotify.com/v1/tracks/2NshBYcvc4uYYsBj4vHZfh,https://api.spotify.com/v1/audio-analysis/2NshBYcvc4uYYsBj4vHZfh,179933,4
29,Matrix,0.762,0.679,4,-7.595,0,0.192,0.0426,0.0,0.186,0.328,150.051,audio_features,1985nAkGJf1oOrgHCWftoN,spotify:track:1985nAkGJf1oOrgHCWftoN,https://api.spotify.com/v1/tracks/1985nAkGJf1oOrgHCWftoN,https://api.spotify.com/v1/audio-analysis/1985nAkGJf1oOrgHCWftoN,125320,4
30,Hit the road jack,0.559,0.631,8,-11.184,0,0.229,0.628,0.0,0.336,0.929,173.172,audio_features,5yQFVCQkupKqTJecbXA7qT,spotify:track:5yQFVCQkupKqTJecbXA7qT,https://api.spotify.com/v1/tracks/5yQFVCQkupKqTJecbXA7qT,https://api.spotify.com/v1/audio-analysis/5yQFVCQkupKqTJecbXA7qT,119987,4
31, Whole Lotta Love,0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,audio_features,0hCB0YR03f6AmQaHbwWDe8,spotify:track:0hCB0YR03f6AmQaHbwWDe8,https://api.spotify.com/v1/tracks/0hCB0YR03f6AmQaHbwWDe8,https://api.spotify.com/v1/audio-analysis/0hCB0YR03f6AmQaHbwWDe8,333893,4
32,Le Diner,0.792,0.743,7,-2.806,1,0.0851,0.107,0.0,0.183,0.742,150.024,audio_features,6V7g6qM8wheMivMWrzbPTM,spotify:track:6V7g6qM8wheMivMWrzbPTM,https://api.spotify.com/v1/tracks/6V7g6qM8wheMivMWrzbPTM,https://api.spotify.com/v1/audio-analysis/6V7g6qM8wheMivMWrzbPTM,195637,4
33,100 Years,0.643,0.569,7,-7.459,1,0.0276,0.544,2.17e-05,0.178,0.275,120.507,audio_features,2lFlveK1y13WWp3vnQtrr3,spotify:track:2lFlveK1y13WWp3vnQtrr3,https://api.spotify.com/v1/tracks/2lFlveK1y13WWp3vnQtrr3,https://api.spotify.com/v1/audio-analysis/2lFlveK1y13WWp3vnQtrr3,244600,4
34,Marie,0.593,0.521,9,-10.326,1,0.0358,0.872,0.0,0.714,0.855,117.805,audio_features,6yFIzIxyTVRfVeSTTvtEBt,spotify:track:6yFIzIxyTVRfVeSTTvtEBt,https://api.spotify.com/v1/tracks/6yFIzIxyTVRfVeSTTvtEBt,https://api.spotify.com/v1/audio-analysis/6yFIzIxyTVRfVeSTTvtEBt,189027,4
35,Loin Devant,0.809,0.473,7,-8.272,0,0.0614,0.561,1.47e-05,0.0981,0.436,138.991,audio_features,0xjHqbfXAeENGa86bo21Av,spotify:track:0xjHqbfXAeENGa86bo21Av,https://api.spotify.com/v1/tracks/0xjHqbfXAeENGa86bo21Av,https://api.spotify.com/v1/audio-analysis/0xjHqbfXAeENGa86bo21Av,228102,4
36,Drunk,0.691,0.77,7,-4.578,0,0.0367,0.0282,0.0,0.497,0.344,90.024,audio_features,3k0YJnqMKRZb8swo86vCkq,spotify:track:3k0YJnqMKRZb8swo86vCkq,https://api.spotify.com/v1/tracks/3k0YJnqMKRZb8swo86vCkq,https://api.spotify.com/v1/audio-analysis/3k0YJnqMKRZb8swo86vCkq,143901,4
